name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Da Nang,2023-04-10T00:00:00,24,24,22,88.6,0,0,,0,0,10.1,1.8,330,1014,28.7,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T01:00:00,24.1,24.1,22.1,88.62,0,0,,0,0,11.2,0,0,1013.1,78.6,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T02:00:00,24,24,22,88.6,0,0,,0,0,10.1,3.6,220,1013,50.1,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T03:00:00,24,24,22,88.6,0,0,,0,0,10.8,3.6,220,1012,50.1,7,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T04:00:00,23.4,23.4,21.9,90.92,0,0,,0,0,11.9,3.6,186,1012.1,71.5,15.4,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T05:00:00,23,23,22,94.09,0,0,,0,0,11.9,1.8,310,1013,28.7,5,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T06:00:00,23,23,22,94.11,0,0,,0,0,11.9,5.4,200,1013,28.7,6,4.8,0,0,,Partially cloudy,partly-cloudy-day,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T07:00:00,24.1,24.1,22.2,89.39,0,0,,0,0,14.8,1,210,1013.4,78.6,16,108.1,0.4,1,,Partially cloudy,partly-cloudy-day,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T08:00:00,26,26,22,78.66,0,0,,0,0,20.5,5.4,210,1014,28.7,8,344.2,1.2,3,,Partially cloudy,partly-cloudy-day,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T09:00:00,28,30.7,22,69.95,0,0,,0,0,22.7,9.3,160,1014,28.7,8,539.8,1.9,5,,Partially cloudy,partly-cloudy-day,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T10:00:00,29.1,32.4,22.4,67.46,0,0,,0,0,23,7.8,121,1013.9,71.4,16.6,478.8,1.7,5,,Partially cloudy,partly-cloudy-day,"48855099999,VVDN,48852099999"
Da Nang,2023-04-10T11:00:00,29,32.8,23,70.13,0,0,,0,0,22.3,12.9,110,1013,28.7,10,551.8,2,6,,Partially cloudy,partly-cloudy-day,"48855099999,VVDN,48852099999"
