name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Da Nang,2026-01-29T00:00:00,21.4,21.4,20,91.93,0.1,100,rain,0,0,10.4,3.6,309,1018,47.4,7.6,0,0,0,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T01:00:00,21.4,21.4,20.1,92.08,0,0,,0,0,10.4,1.8,140,1017.5,47.4,7.1,0,0,0,,Partially cloudy,partly-cloudy-night,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T02:00:00,21,21,20,94.02,0.3,100,rain,0,0,11.2,1.3,357,1017,47.4,5,0,0,0,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T03:00:00,20,20,19,93.99,0.4,100,rain,0,0,9.7,3.6,220,1017,36.1,6,0,0,0,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T04:00:00,19.9,19.9,18.9,93.97,0.3,100,rain,0,0,10.4,3.6,190,1017,50.4,8,0,0,0,,"Rain, Partially cloudy",rain,"VVDN,VVPB"
Da Nang,2026-01-29T05:00:00,20,20,20,99.98,0.5,100,rain,0,0,11.9,1.1,210,1017,47.4,7.3,0,0,0,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T06:00:00,20.4,20.4,19,91.89,0.7,100,rain,0,0,12.6,3.6,279,1017,48.9,6.6,0,0,0,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T07:00:00,20.6,20.6,19.8,95.57,0.3,100,rain,0,0,11.9,0.5,357,1018.1,47.4,6.6,18.8,0.1,0,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T08:00:00,20.4,20.4,20,97.76,0.5,100,rain,0,0,12.6,6.2,314,1019,46.2,5.4,74.5,0.3,1,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
Da Nang,2026-01-29T09:00:00,21,21,19,88.3,0.3,100,rain,0,0,15.8,4.7,299,1020,47.3,7.5,283.5,1,3,,"Rain, Partially cloudy",rain,"VVDN,VMI0000VVPB,VMW00041024,VMW00041003,VVPB"
