name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Da Nang,2024-12-15T00:00:00,21,21,20,94.02,0,0,,0,0,45.7,18.7,4,1020,88.8,5,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T01:00:00,21.2,21.2,20.2,94.02,5.975,100,rain,0,0,45,12.2,358,1020,93,6.5,0,0,0,,"Rain, Overcast",rain,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T02:00:00,21,21,20,94.02,0,0,,0,0,43.6,20,10,1019,88.8,4.4,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T03:00:00,21,21,20,94.02,0,0,,0,0,43.6,24.1,20,1019,88.8,5,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T04:00:00,21.1,21.1,20,93.78,0,0,,0,0,43.6,20.4,12,1019.1,93,6.5,0,0,0,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T05:00:00,20.6,20.6,20,96.45,0,0,,0,0,43.6,28.3,14,1019,88.8,4.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T06:00:00,20,20,19.6,97.45,0,0,,0,0,42.8,33.4,16,1020,93.8,2.6,0,0,0,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T07:00:00,20.1,20.1,19.4,95.96,23.939,100,rain,0,0,41.8,24.5,7,1020.8,100,6.5,5.5,0,0,,"Rain, Overcast",rain,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T08:00:00,20,20,19,93.99,0,0,,0,0,40.3,29.5,14,1021,100,4,33.2,0.1,0,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T09:00:00,20,20,19,93.98,0,0,,0,0,40,32.7,10,1022,100,4,41.9,0.2,0,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T10:00:00,19.9,19.9,19.1,95.19,0,0,,0,0,41,21.1,20,1022.4,100,6.5,90.1,0.3,1,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T11:00:00,20,20,19,93.98,0,0,,0,0,42.1,28.4,20,1022,100,4.4,121.7,0.4,1,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T12:00:00,19.4,19.4,18.4,93.95,0,0,,0,0,42.1,30.7,20,1021,100,5.4,127,0.5,1,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T13:00:00,19.9,19.9,18.3,90.85,4.06,100,rain,0,0,43.6,20.4,12,1020.4,97.5,9.5,123.7,0.4,1,,"Rain, Overcast",rain,"48855099999,VVDN,48852099999,VMW00041024"
Da Nang,2024-12-15T14:00:00,20,20,18,88.28,0,0,,0,0,40.3,25.9,20,1020,100,10,90.5,0.3,1,,Overcast,cloudy,"48855099999,VVDN,48852099999,VMW00041024"
