name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2025-11-08T00:00:00,26,26,25,94.23,0,0,,0,0,6.5,3.6,639,1009,25,10,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-11-08T01:00:00,26,26,25,94.45,0,0,,0,0,6.1,3.2,639,1009,81.8,11,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-11-08T02:00:00,26,26,25,94.23,0.1,100,rain,0,0,5.8,7.6,140,1008,90.5,10,0,0,0,,"Rain, Overcast",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-11-08T03:00:00,26,26,26,100,0,0,,0,0,7.2,7.6,140,1008,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-11-08T04:00:00,26,26,26,100,0,0,,0,0,5.8,7.6,80.8,1008,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,VVTS
Ho Chi Minh City,2025-11-08T05:00:00,26,26,26,100,0,0,,0,0,4.3,7.6,140,1009,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-11-08T06:00:00,26,26,26,100,0,0,,0,0,6.1,1.8,639,1010,88,10,1.3,0,0,,Partially cloudy,partly-cloudy-day,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-11-08T07:00:00,26.9,30.9,25.9,94.38,0,0,,0,0,10.8,4.9,180,1010.1,84.9,11,85.3,0.3,1,,Partially cloudy,partly-cloudy-day,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-11-08T08:00:00,28,33.5,26,88.91,0,0,,0,0,13,5.4,170,1011,88,10,275.7,1,3,,Partially cloudy,partly-cloudy-day,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-11-08T09:00:00,29,35.6,26,83.9,0.1,100,rain,0,0,13.3,7.6,260,1011,50,10,432.7,1.6,4,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-11-08T10:00:00,29.9,36.1,25,74.84,0.1,100,rain,0,0,15.5,7.2,216,1011.1,48.8,11,499.5,1.8,5,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-11-08T11:00:00,31,37.7,25,70.47,0.2,100,rain,0,0,18,3.6,639,1010,88,10,661.5,2.4,7,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VVTS"
