name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2024-12-15T00:00:00,25,25,24,94.19,0,0,,0,0,35.3,2.5,94.5,1011,88.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T01:00:00,25,25,24,94.14,0.1,100,rain,0,0,34.9,1.6,30,1010.1,46.6,10,0,0,0,,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-12-15T02:00:00,25,25,24,94.19,0,0,,0,0,32.4,3.6,16,1009.6,14.8,9.6,0,0,0,,Clear,clear-night,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T03:00:00,25,25,24,94.19,0,0,,0,0,32.8,3.6,10,1009,90,8.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T04:00:00,25,25,24,94.3,0,0,,0,0,33.1,2.6,20,1009.5,75.2,6.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-12-15T05:00:00,25,25,24,94.19,0,0,,0,0,33.5,3.6,10.8,1010,50,6.4,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T06:00:00,25,25,24,94.19,0,0,,0,0,34.2,3.6,357.1,1010.4,72.5,5,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T07:00:00,25.4,25.4,24,92.26,0,0,,0,0,33.1,1.3,0,1011.4,93.6,8.6,14.1,0.1,0,,Overcast,cloudy,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-12-15T08:00:00,26,26,24,88.76,0,0,,0,0,19.8,1.5,0,1012,95.9,6.8,144.4,0.5,1,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T09:00:00,27,29.6,23,78.78,0,0,,0,0,19.8,3.3,261.9,1012.4,100,10,172.1,0.6,2,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T10:00:00,27.9,31.3,23.5,77.05,0,0,,0,0,27.7,4.9,343,1013,89.9,10.2,197.1,0.7,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-12-15T11:00:00,27,30.1,24,83.68,0,0,,0,0,27.4,2.9,286.8,1013,95.9,6.6,98,0.4,1,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-12-15T12:00:00,26,26,24.4,90.96,0,0,,0,0,15.1,8.6,16,1012,88.8,4.4,139.6,0.5,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
