name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2023-11-01T00:00:00,25.6,25.6,25,96.54,0,0,,0,0,7.2,2.9,341.9,1011,27,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-11-01T01:00:00,25,25,25,99.59,0,0,,0,0,7.2,3.2,360,1011,30.3,10.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-11-01T02:00:00,25,25,25,100,0,0,,0,0,3.6,4.7,10,1010,27,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-11-01T03:00:00,25,25,25,100,0,0,,0,0,6.5,2.9,337.8,1010,27,8,0,0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-11-01T04:00:00,25,25,24.9,99.59,0,0,,0,0,8.3,3.5,42,1010,30.3,7.4,0,0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-11-01T05:00:00,25,25,25,100,0,0,,0,0,9.7,2.9,10,1010.4,27,5.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-11-01T06:00:00,25.4,25.4,25,97.59,0,0,,0,0,10.1,1.8,4.4,1011,14.8,4.6,1.6,0,0,10,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2023-11-01T07:00:00,26.4,26.4,25.9,97.33,0,0,,0,0,14,4.6,90,1012,30,9.9,90.6,0.3,1,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-11-01T08:00:00,28.4,35.5,27,92.1,0,0,,0,0,15.1,3.6,42.8,1012.4,46.7,10,304,1.1,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-11-01T09:00:00,30.4,38.9,26.6,80.11,0,0,,0,0,14,2.5,89.2,1013,23.7,10,452.5,1.6,5,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
