name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2024-07-04T00:00:00,26.6,26.6,25,91,0,0,,0,0,6.5,2.5,109.1,1011,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T01:00:00,26,26,25,94.29,0,0,,0,0,6.8,5.4,30,1010,89.9,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T02:00:00,26,26,25,94.23,0,0,,0,0,5.8,10.9,16,1010,88.8,8.8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T03:00:00,26,26,25,94.23,0,0,,0,0,5.4,6.3,38,1009.6,50,9.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T04:00:00,25.6,25.6,25,96.37,0,0,,0,0,5.4,8.4,56,1009.5,47.5,7.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T05:00:00,25,25,24,94.19,0,0,,0,0,5,6.7,68,1010,64.3,8.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T06:00:00,26,26,24.4,90.96,0,0,,0,0,6.1,4.7,112,1010,30,9.4,2.6,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T07:00:00,26.4,26.4,24.5,89.26,0,0,,0,0,9,3.2,350.4,1011,92.1,11,62.8,0.2,1,,Overcast,cloudy,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T08:00:00,27.4,31.1,24.4,83.72,0,0,,0,0,13.7,3.6,255.5,1011,95.9,9.6,316.8,1.1,3,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T09:00:00,28.4,33.5,25,81.82,0,0,,0,0,20.5,2.9,225.9,1011,88.8,6.8,516.1,1.9,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T10:00:00,29.3,35.1,25,77.61,0,0,,0,0,24.1,2.6,250,1012,88.9,9.3,604.3,2.2,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T11:00:00,30.6,37.1,25,72.14,0,0,,0,0,26.3,13.4,244,1011,88.8,10,675.8,2.4,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T12:00:00,30.6,37.9,25.6,74.72,0,0,,0,0,27.7,15.2,264,1010,66.4,10,466.2,1.7,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T13:00:00,29.8,36.1,25.1,75.84,0,0,,0,0,27.4,14.4,225,1009.1,74.2,11,399.9,1.4,4,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T14:00:00,29.2,34.8,25,78.23,0,0,,0,0,22.3,15.7,250,1009,66.4,10,505.2,1.8,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T15:00:00,28,32.2,24.4,80.88,0,0,,0,0,22.3,13.4,160,1008,64.3,10,429.7,1.5,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T16:00:00,28,32.7,25,83.84,0,0,,0,0,22,14.3,162,1008.1,41.6,11,171.2,0.6,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T17:00:00,28,32.7,25,83.79,0,0,,0,0,20.5,16.6,168,1008,66.4,10,57.8,0.2,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T18:00:00,26.6,26.6,23,80.7,0,0,,0,0,12.2,13.6,236,1009,64.3,10,13.1,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T19:00:00,26.5,26.5,24.1,86.86,7.7,100,rain,0,0,8.6,8.4,234,1009.5,80,11,0.8,0,0,,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T20:00:00,27,29.9,23.6,81.64,0,0,,0,0,6.5,9.4,240,1010,0,10,0,0,0,,Clear,clear-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T21:00:00,26,26,23.6,86.6,0,0,,0,0,6.8,4.7,250,1011,30,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-04T22:00:00,26.6,26.6,24.1,86.32,0,0,,0,0,6.1,3,221,1011,56.3,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-04T23:00:00,26,26,24,88.76,0,0,,0,0,5.4,8.6,340,1011,100,10,0,0,0,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T00:00:00,26,26,24.4,90.96,0.1,100,rain,0,0,3.6,7,350,1010,100,9.2,0,0,0,,"Rain, Overcast",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T01:00:00,26,26,25,93.96,0,0,,0,0,3.2,8.4,36,1009.6,88,10.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T02:00:00,26,26,25,94.23,0,0,,0,0,7.6,7.7,54,1009,66.4,8.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T03:00:00,26,26,25,94.23,0.1,100,rain,0,0,5.8,5.4,34,1008.6,72.5,8,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T04:00:00,26,26,24.6,91.91,0,0,,0,0,5,4.9,28,1008,53,8.6,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T05:00:00,25.6,25.6,24,90.94,0,0,,0,0,5.8,6.3,36,1008,41.8,7.2,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T06:00:00,26,26,24,88.76,0,0,,0,0,8.3,6.3,24,1008.4,0,5.4,2.8,0,0,,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T07:00:00,26,26,24.1,89.02,0,0,,0,0,11.2,6.8,4,1009.1,19,8.6,38.7,0.1,0,,Clear,clear-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T08:00:00,27,30.1,24,83.68,0,0,,0,0,12.2,8.6,14,1009.4,95,8.2,119,0.4,1,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T09:00:00,28.4,32.6,24,77.06,0,0,,0,0,13.7,4.7,303,1010,94.8,10,267.1,1,3,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T10:00:00,30.4,36.3,24.6,71.52,0,0,,0,0,19.1,11.9,294,1009.1,30.3,11,528.9,1.9,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T11:00:00,31,36.5,24,66.38,0.2,100,rain,0,0,23.4,14,294,1009,35.2,10,800.3,2.9,8,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T12:00:00,32.4,38.4,24,61.28,0.1,100,rain,0,0,27.4,13,290,1008,50,10,774.4,2.8,8,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T13:00:00,33,39.1,24,59.26,0,0,,0,0,27.7,13.7,311,1007.1,42.6,11,813.6,2.9,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T14:00:00,32.6,38.7,24,60.65,0,0,,0,0,28.8,15.5,294,1006.6,35.2,10,741.6,2.7,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T15:00:00,33,38.7,23.6,57.83,0.1,100,rain,0,0,28.4,15.1,312,1005,50,10,649.2,2.3,6,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T16:00:00,33,39.9,24.4,60.65,0,0,,0,0,26.3,11.9,299,1005,50.4,11,476.2,1.7,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T17:00:00,32,37.9,24,62.71,1.8,100,rain,0,0,24.8,14,274,1005,35.2,10,257.2,0.9,3,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T18:00:00,29.6,34.5,24,71.97,2.1,100,rain,0,0,23.8,18.5,254,1006,50,10,82.2,0.3,1,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T19:00:00,29,32.7,23,70.31,0,0,,0,0,13.7,15.9,241,1007,60,11,2.2,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T20:00:00,29,33.1,23.4,71.86,0,0,,0,0,6.8,11.9,244,1007.4,56.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T21:00:00,29,33.6,24,74.46,0,0,,0,0,6.1,14.8,242,1008,52.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-05T22:00:00,28.5,32.8,24,76.96,0,0,,0,0,6.8,12.6,234,1008.1,80,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-05T23:00:00,28,32.2,24.4,80.88,0,0,,0,0,7.2,13.7,250,1008,40.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T00:00:00,27.4,31.5,25,86.73,0,0,,0,0,6.5,13.7,246,1008,45.3,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T01:00:00,27,30.6,25,88.89,0,0,,0,0,6.5,11.1,252,1007,16.9,10.6,0,0,0,,Clear,clear-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T02:00:00,27,30.6,25,88.84,0,0,,0,0,12.6,13,254,1006.6,14.8,8.4,0,0,0,,Clear,clear-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T03:00:00,26,26,25,94.23,0,0,,0,0,12.2,8.6,250,1006,96,8.2,0,0,0,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T04:00:00,26,26,25,93.96,0,0,,0,0,9.4,5.4,250,1006.2,80,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T05:00:00,26,26,25,94.23,0,0,,0,0,7.2,0.7,0,1006,97,10,0,0,0,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T06:00:00,26.4,26.4,25,91.98,0,0,,0,0,6.5,1.1,17.7,1006.4,90.7,10,5.4,0,0,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T07:00:00,27.9,32.6,25,84.47,0,0,,0,0,11.2,3.6,51,1007,25.8,11,129.1,0.5,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T08:00:00,28.4,33.5,25,81.82,0,0,,0,0,17.6,3.3,60,1007,35.2,10,334.5,1.2,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T09:00:00,30.4,36.8,25,72.9,0,0,,0,0,18,5.4,50,1007,19.7,10,524.5,1.9,5,,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T10:00:00,31.9,37.8,24.1,63.5,0,0,,0,0,18.4,5.2,20,1007.1,90,11,698.4,2.5,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T11:00:00,33.4,39.8,24,57.93,0,0,,0,0,18.7,5.4,100,1006.6,30,10,809.5,2.9,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T12:00:00,34.4,39.9,23,51.57,0,0,,0,0,20.2,4.7,280.9,1006,67.9,10,865.1,3.1,9,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T13:00:00,34.9,41.6,23.9,53.14,0,0,,0,0,18,6.4,90,1005.1,90,11,821.7,3,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T14:00:00,34,41.1,24.4,57.43,0,0,,0,0,18,10.4,174,1004,35.2,10,771.1,2.8,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T15:00:00,34,40.6,24,56.04,0,0,,0,0,17.3,10.4,160,1003.6,66.4,10,671.7,2.4,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T16:00:00,34,40.5,23.9,55.75,0,0,,0,0,14.4,13.1,180,1004,88.9,11,468.3,1.7,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T17:00:00,31.8,39.5,25.4,68.93,0.3,100,rain,0,0,11.2,8.8,170,1004,66.4,10,246.2,0.9,2,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T18:00:00,31.6,39.4,25.6,70.58,0,0,,0,0,10.8,17.3,162,1004.4,50,10,67.2,0.2,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T19:00:00,30.9,37.6,25,70.83,0,0,,0,0,9.7,15,147,1006,53,11,2.5,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T20:00:00,30,36.7,25.4,76.47,0,0,,0,0,10.1,11.9,148,1006,72.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T21:00:00,30,36.2,25,74.63,0.3,100,rain,0,0,11.2,11.5,158,1007,66.4,10,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-07-06T22:00:00,30,36.2,25.1,75.06,0,0,,0,0,16.2,10.7,155,1007.1,88,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-06T23:00:00,29.6,36,25.4,78.29,0,0,,0,0,16.9,14,176,1007,41.8,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-07T00:00:00,29.6,35.5,25,76.4,0,0,,0,0,14.4,10.8,200,1007,96.3,10,0,0,0,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-07T01:00:00,29,34.6,25,79.2,0,0,,0,0,11.5,12.7,196,1007,90,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-07T02:00:00,29,34.5,25,79.06,0,0,,0,0,12.2,14.8,196,1006.6,100,10,0,0,0,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-07T03:00:00,29,34.5,25,79.06,0,0,,0,0,11.9,12.6,186,1006,66.4,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-07-07T04:00:00,28.9,35.4,26,84.13,0,0,,0,0,11.9,11.4,185,1006.1,91.6,11,0,0,0,,Overcast,cloudy,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-07T05:00:00,29,35.6,26,83.9,0,0,,0,0,10.8,12.2,206,1007,95.9,10,0,0,0,,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2024-07-07T06:00:00,29,35.6,26,83.9,0,0,,0,0,10.1,10.1,202,1007,79.6,10,3.2,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-07-07T07:00:00,28.9,35.1,25.7,82.46,0,0,,0,0,11.5,8.4,210,1007.5,67.7,11,71.2,0.3,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-07-07T08:00:00,30,36.2,25,74.63,0,0,,0,0,14.8,13.7,226,1008,35.2,10,147.8,0.5,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
