name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2025-07-08T00:00:00,26,26,24,88.76,0,0,,0,0,19.8,11.2,220,1010,26.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T01:00:00,26,26,24,88.83,0,0,,0,0,17.6,11.2,276,1010,27.7,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-07-08T02:00:00,26,26,24,88.76,0.2,100,rain,0,0,15.1,13,230,1009,89.5,10,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T03:00:00,26,26,25,94.23,0,0,,0,0,11.9,13,220,1009,89.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T04:00:00,26,26,24.9,93.78,0,0,,0,0,13.7,13.7,213,1008.1,87.7,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-07-08T05:00:00,26,26,24,88.76,0,0,,0,0,13.7,13,210,1009,26.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T06:00:00,26,26,24,88.76,0.2,100,rain,0,0,14,13,210,1009,53.8,10,3.6,0,0,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T07:00:00,26.9,30.3,24.9,88.76,0,0,,0,0,21.2,11.2,295,1010.1,86.9,11.3,72.5,0.3,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-07-08T08:00:00,28,32.7,25,83.79,0.2,100,rain,0,0,22,18.4,210,1010,89.5,10,81.7,0.3,1,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T09:00:00,30,36.2,25,74.63,0.1,100,rain,0,0,26.3,20.5,220,1011,26.5,10,372.5,1.3,4,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T10:00:00,29.1,35.6,25.8,82.59,0,0,,0,0,31,19.2,247,1011,89.1,11.3,420.1,1.5,4,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-07-08T11:00:00,31,37.8,25,70.48,0.1,100,rain,0,0,38.2,18.4,240,1010,88.6,10,687.4,2.5,7,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T12:00:00,31,37.8,25,70.48,0.2,100,rain,0,0,38.5,18.4,250,1009,88.6,10,792.7,2.9,8,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-07-08T13:00:00,31.1,37.7,24.9,69.81,0,0,,0,0,38.2,22.3,270,1008.1,54.3,11.3,718.6,2.6,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
