name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2025-09-28T00:00:00,25,25,25,100,0.1,100,rain,0,0,18,11.2,270,1006,0,10,0,0,0,,Rain,rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T01:00:00,25.1,25.1,25,99.42,0.2,100,rain,0,0,18.4,10.1,342,1005.1,59.7,10,0,0,0,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-09-28T02:00:00,25,25,25,100,0.1,100,rain,0,0,22.3,9.4,300,1004,0,10,0,0,0,,Rain,rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T03:00:00,25,25,25,100,0.2,100,rain,0,0,21.6,7.6,290,1004,89.2,9,0,0,0,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T04:00:00,26,26,25,94.34,0.4,100,rain,0,0,19.1,8.4,333,1005.1,90.3,8.2,0,0,0,,"Rain, Overcast",rain,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-09-28T05:00:00,26,26,25,94.23,0.5,100,rain,0,0,16.6,11.2,220,1005,100,10,0,0,0,,"Rain, Overcast",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T06:00:00,26,26,25,94.23,0.5,100,rain,0,0,13,14.8,220,1006,100,8,1.2,0,0,,"Rain, Overcast",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T07:00:00,26,26,24.9,93.96,0.4,100,rain,0,0,14.4,17.6,221,1006.1,99.1,11,39.9,0.1,0,,"Rain, Overcast",rain,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-09-28T08:00:00,26,26,25,94.23,0.3,100,rain,0,0,19.4,18.4,240,1006,55.3,10,148.5,0.5,1,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T09:00:00,28,33.5,26,88.91,0.2,100,rain,0,0,22.7,16.6,230,1007,55.3,10,241.2,0.9,2,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T10:00:00,30,36.2,25,74.63,0.1,100,rain,0,0,24.5,17.6,241,1007,52.3,11,393.1,1.4,4,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-09-28T11:00:00,31,39.1,26,74.79,0.2,100,rain,0,0,27.4,18.4,240,1006,55.3,10,584.6,2.1,6,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T12:00:00,31,37.7,25,70.47,0.3,100,rain,0,0,32.8,16.6,230,1006,60.2,10,800.8,2.9,8,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-09-28T13:00:00,28.3,34.9,26.8,91.9,0.6,100,rain,0,0,34.2,16,212,1005,89,9.2,619.4,2.2,6,,"Rain, Partially cloudy",rain,"VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-09-28T14:00:00,29,35.6,26,83.9,8.5,100,rain,0,0,32.8,9.4,210,1004,90.9,7,281.8,1,3,,"Rain, Overcast",rain,"VMI0000VVTS,VVTS"
