name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2025-01-25T00:00:00,26,26,21,73.97,0,0,,0,0,17.3,14.8,100,1009,0,10,0,0,0,,Clear,clear-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T01:00:00,24.9,24.9,21.2,79.92,0,0,,0,0,15.5,8.1,167,1009.1,17.4,11.3,0,0,0,,Clear,clear-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-01-25T02:00:00,25,25,22,83.45,0,0,,0,0,13.3,9.4,190,1009,0,10,0,0,0,,Clear,clear-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T03:00:00,25,25,22,83.45,0,0,,0,0,9.7,5.4,150,1009,0,10,0,0,0,,Clear,clear-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T04:00:00,24.9,24.9,22,84.13,0,0,,0,0,7.9,8.1,157,1009,17.9,11.3,0,0,0,,Clear,clear-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-01-25T05:00:00,25,25,22,83.45,0,0,,0,0,7.2,14.8,120,1009,0,10,0,0,0,,Clear,clear-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T06:00:00,24,24,22,88.6,0,0,,0,0,6.1,11.2,120,1009,0,10,0,0,0,,Clear,clear-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T07:00:00,24.8,24.8,22.1,84.81,0,0,,0,0,7.2,9.6,119,1010,9.6,11.3,26.2,0.1,0,,Clear,clear-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-01-25T08:00:00,26,26,22,78.64,0,0,,0,0,14.4,9.4,100,1011,0,10,184.6,0.7,2,,Clear,clear-day,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T09:00:00,27,29.2,22,74.14,0,0,,0,0,18.4,3.6,639,1011,0,10,387.9,1.4,4,,Clear,clear-day,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T10:00:00,28.9,31.9,22.1,66.66,0,0,,0,0,19.4,7.5,89,1012,0,11.3,618.1,2.2,6,,Clear,clear-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-01-25T11:00:00,31,34.6,22,58.82,0,0,,0,0,19.4,7.6,80,1011,0,10,768.6,2.8,8,,Clear,clear-day,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-01-25T12:00:00,32,35.8,22,55.57,0,0,,0,0,18.4,3.6,639,1010,26.5,10,875.4,3.2,9,,Partially cloudy,partly-cloudy-day,"48900099999,VMI0000VVTS,VVTS"
