name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2024-05-24T00:00:00,28,34.5,27,94.32,0,0,,0,0,5.8,0,0,1009,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T01:00:00,27.9,34.3,26.9,94.2,0,0,,0,0,7.2,0,0,1008,53,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T02:00:00,28,34.5,27,94.32,0,0,,0,0,3.2,1.8,340,1008,50,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T03:00:00,27,31.8,27,100,0,0,,0,0,4.3,1.8,126.4,1007,50,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T04:00:00,27,31.8,26.9,99.25,0,0,,0,0,5.4,4.9,90,1007,53.9,8.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T05:00:00,27,31.8,27,100,0,0,,0,0,5,3.6,50,1007,50,7,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T06:00:00,28,34.5,27,94.32,0,0,,0,0,4.3,3.6,60,1008,50,7,9.4,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T07:00:00,29,38,27.9,94.08,0,0,,0,0,12.6,3.2,73.7,1008.1,53.9,8.3,131,0.5,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T08:00:00,30,42.2,29,94.4,0,0,,0,0,16.2,3.6,85.9,1009,27,8,332,1.2,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T09:00:00,32,42.3,27,74.95,0,0,,0,0,18,0,0,1009,50,8,556.1,2,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T10:00:00,33,42.1,26,66.59,0,0,,0,0,19.1,1.6,91,1009,51,11,715.7,2.6,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T11:00:00,35,43.3,25,56.28,0,0,,0,0,19.4,3.6,101.9,1008,88.8,10,860.4,3.1,9,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T12:00:00,35,43.3,25,56.28,0.1,100,rain,0,0,19.1,3.6,280,1008,88.8,10,833.7,3,8,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T13:00:00,35.8,43.3,24.2,51.23,0,0,,0,0,18.4,7.9,25,1007,53,11,825.1,3,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T14:00:00,37,43.2,23,44.71,0,0,,0,0,16.9,1.8,152.6,1006,50,10,740.9,2.7,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T15:00:00,35,41.9,24,53.01,0,0,,0,0,17.6,9.4,140,1005,50,10,647,2.3,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T16:00:00,35,43.4,25.1,56.54,0,0,,0,0,16.9,11.1,176,1004.1,50,11,446,1.6,4,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T17:00:00,32,39.2,25,66.58,0.2,100,rain,0,0,16.9,13,163,1006,50,10,273.9,1,3,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T18:00:00,30,38.8,27,84,0,0,,0,0,15.5,1.8,159.6,1006,50,10,77.7,0.3,1,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T19:00:00,31,40.4,26.9,79.05,0,0,,0,0,12.6,6.8,250,1007,53,11,0.4,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T20:00:00,31,40.6,27,79.33,0,0,,0,0,11.2,7.6,200,1007,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T21:00:00,31,40.6,27,79.33,0,0,,0,0,8.3,9.4,160,1008,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-24T22:00:00,30.9,41.8,27.7,83.14,0,0,,0,0,8.3,11.7,140,1009,53,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2024-05-24T23:00:00,31,42.3,28,84.11,0,0,,0,0,10.1,13,130,1009,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-25T00:00:00,30,40.4,28,89.07,0,0,,0,0,10.4,11.2,140,1009,27,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2024-05-25T01:00:00,30,40.3,27.9,88.61,0,0,,0,0,9,8.4,150,1008.1,32.3,11,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
