name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2025-05-28T00:00:00,27,30.1,24,83.68,0.1,100,rain,0,0,4.3,11.2,250,1009,0,10,0,0,0,,Rain,rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T01:00:00,26.1,26.1,24.9,93.26,0,0,,0,0,1.4,4.7,322,1008,17.4,11.3,0,0,0,,Clear,clear-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T02:00:00,26,26,25,94.23,0,0,,0,0,9.7,5.4,290,1007,0,10,0,0,0,,Clear,clear-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T03:00:00,26,26,25,94.23,0,0,,0,0,10.1,3.6,10,1006,0,10,0,0,0,,Clear,clear-night,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T04:00:00,27,30.5,25,88.98,0,0,,0,0,9,3.1,27,1007,26.4,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T05:00:00,26,26,25,94.23,0.1,100,rain,0,0,9.4,3.6,300,1007,0,10,0,0,0,,Rain,rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T06:00:00,26,26,25,94.23,0,0,,0,0,6.8,5.4,10,1007,0,10,9,0,0,,Clear,clear-day,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T07:00:00,28,32.7,25.1,84.39,0,0,,0,0,10.4,3.1,639,1008,17.1,8.7,120.9,0.4,1,,Clear,clear-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T08:00:00,29,34.6,25,79.06,0.2,100,rain,0,0,13,3.6,639,1008,26.5,10,251.3,0.9,3,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T09:00:00,30,36.2,25,74.63,0.1,100,rain,0,0,13.3,1.8,639,1008,0,10,451,1.6,5,,Rain,rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T10:00:00,31.8,38.9,24.9,67.03,0,0,,0,0,18,2.5,385,1008,33.8,11.3,532.2,1.9,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T11:00:00,32,39.2,25,66.58,0.1,100,rain,0,0,25.2,11.2,290,1007,0,10,723.6,2.6,7,,Rain,rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T12:00:00,33,40.6,25,62.93,0.1,100,rain,0,0,25.6,14.8,260,1007,26.5,10,804.6,2.9,8,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T13:00:00,33.1,39.3,24,58.86,0,0,,0,0,25.6,11.1,287,1006,34.2,11.3,848,3.1,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T14:00:00,33,39.3,24,59.28,0.1,100,rain,0,0,27,14.8,280,1005,57.3,10,770.1,2.8,8,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T15:00:00,33,40.6,25,62.93,0.2,100,rain,0,0,25.9,11.2,300,1004,57.3,10,502.2,1.8,5,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T16:00:00,33.1,40.6,24.9,62.35,0,0,,0,0,22.3,11.6,294,1004.2,58.7,11.3,323.3,1.2,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T17:00:00,32,39.2,25,66.58,7.5,100,rain,0,0,15.8,13,250,1004,26.5,10,107.9,0.4,1,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T18:00:00,31,37.8,25,70.48,4.4,100,rain,0,0,15.8,13,260,1005,0,10,21.4,0.1,0,,Rain,rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T19:00:00,30.7,38.6,26,76.06,0,0,,0,0,13,9.7,285,1006,29.4,11.3,0.1,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T20:00:00,32,39.2,25,66.58,1,100,rain,0,0,10.4,9.4,200,1006,0,10,0,0,0,,Rain,rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T21:00:00,31,40.7,27,79.33,0.9,100,rain,0,0,12.2,13,190,1007,26.5,10,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-28T22:00:00,30.8,38.6,25.9,75.35,0,0,,0,0,11.5,15.3,213,1008,60,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-28T23:00:00,29,33.6,24,74.47,1.1,100,rain,0,0,7.6,11.2,210,1008,53.8,10,0,0,0,,"Rain, Partially cloudy",rain,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-29T00:00:00,29,34.6,25,79.06,0,0,,0,0,7.2,20.5,200,1008,90.6,10,0,0,0,,Overcast,cloudy,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-29T01:00:00,28,33.6,26,88.78,0,0,,0,0,8.3,5.6,159,1008.1,99.2,10,0,0,0,,Overcast,cloudy,"48894099999,48900099999,VMI0000VVTS,VMM00048894,VVTS"
Ho Chi Minh City,2025-05-29T02:00:00,27,31.2,26,94.27,0,0,,0,0,13.7,11.2,150,1008,100,7,0,0,0,,Overcast,cloudy,"48900099999,VMI0000VVTS,VVTS"
Ho Chi Minh City,2025-05-29T03:00:00,26,26,25,94.23,0,0,,0,0,12.2,11.2,140,1007,100,9,0,0,0,,Overcast,cloudy,"48900099999,VMI0000VVTS,VVTS"
