Timestamp,Load_North,Load_Central,Load_South,Load_National,Price_North,Price_Central,Price_South,Price_National
2023-12-12T00:30:00,13163.8,2484.9,13228.4,28877.1,1778.6,0.0,1.0,1778.6
2023-12-12T01:00:00,12895.9,2467.6,12904.2,28267.7,1778.6,0.0,1.0,1778.6
2023-12-12T01:30:00,12330.7,2246.8,12978.0,27555.5,1778.6,0.0,1.0,1778.6
2023-12-12T02:00:00,12325.6,2245.0,12719.4,27290.0,1657.3,0.0,1.0,1657.3
2023-12-12T02:30:00,12525.8,2126.0,12872.5,27524.3,1500.0,0.0,1.0,1500.0
2023-12-12T03:00:00,12849.0,2212.6,12250.8,27312.4,1770.0,0.0,0.0,1770.0
2023-12-12T03:30:00,12985.5,2339.1,12142.3,27466.9,1657.3,0.0,0.0,1657.3
2023-12-12T04:00:00,12240.0,3507.0,11167.5,26914.5,1657.3,0.0,0.0,1657.3
2023-12-12T04:30:00,12438.0,3668.5,12014.1,28120.6,1657.3,0.958,1.0,1657.3
2023-12-12T05:00:00,12996.8,3789.4,11530.8,28317.0,1657.3,0.0,0.0,1657.3
2023-12-12T05:30:00,13218.8,3896.0,11530.7,28645.5,1778.6,0.0,0.0,1778.6
2023-12-12T06:00:00,14105.1,4062.7,12071.9,30239.7,1778.6,0.0,0.0,1778.6
2023-12-12T06:30:00,15684.0,4064.1,12192.9,31941.0,1778.6,0.0,0.0,1778.6
2023-12-12T07:00:00,15380.9,3769.0,12216.9,31366.8,1770.0,0.0,0.0,1770.0
2023-12-12T07:30:00,15032.3,3909.2,13700.4,32641.9,1770.0,0.0,0.0,1770.0
2023-12-12T08:00:00,15661.5,4321.7,14945.5,34928.7,1500.0,0.0,0.0,1500.0
2023-12-12T08:30:00,15903.0,4403.0,15689.6,35995.6,1770.0,0.0,0.0,1770.0
2023-12-12T09:00:00,15847.1,4401.2,15949.6,36197.9,1657.3,0.0,0.0,1657.3
2023-12-12T09:30:00,17102.6,4217.7,15519.2,36839.5,1778.6,0.0,0.0,1778.6
2023-12-12T10:00:00,16721.2,4322.4,15369.3,36412.9,1770.0,0.0,0.0,1770.0
2023-12-12T10:30:00,17194.2,4234.1,15277.4,36705.7,1600.0,0.0,0.0,1600.0
2023-12-12T11:00:00,17096.8,4095.0,15000.3,36192.1,1657.3,0.0,0.0,1657.3
2023-12-12T11:30:00,15320.6,4029.8,14453.7,33804.1,1778.6,0.0,0.0,1778.6
2023-12-12T12:00:00,15181.5,4015.5,14046.8,33243.8,1770.0,0.0,0.0,1770.0
2023-12-12T12:30:00,14669.6,3964.0,13954.9,32588.5,1657.3,0.0,0.0,1657.3
2023-12-12T13:00:00,14782.4,4092.0,14996.2,33870.6,1657.3,0.0,0.0,1657.3
2023-12-12T13:30:00,15526.2,4314.2,16068.4,35908.8,1657.3,0.0,0.0,1657.3
