Timestamp,Load_North,Load_Central,Load_South,Load_National,Price_North,Price_Central,Price_South,Price_National
2025-07-08T00:30:00,20393.759,3094.533,13866.118,37354.4,370.41,374.174,393.5,393.5
2025-07-08T01:00:00,19910.275,3169.697,13657.591,36737.6,376.74,380.754,400.0,400.0
2025-07-08T01:30:00,19796.865,3087.59,13500.421,36384.9,494.728,500.0,525.546,525.546
2025-07-08T02:00:00,19380.343,3047.06,13308.079,35735.5,98.536,100.0,105.552,105.552
2025-07-08T02:30:00,19126.56,3086.607,13148.63,35361.8,0.0,0.0,0.0,0.0
2025-07-08T03:00:00,18878.179,3085.478,13159.009,35122.7,0.0,0.0,0.0,0.0
2025-07-08T03:30:00,18843.892,3223.84,13128.507,35196.2,0.0,0.0,0.0,0.0
2025-07-08T04:00:00,18742.679,3125.237,13147.613,35015.5,0.0,0.0,0.0,0.0
2025-07-08T04:30:00,18832.821,3214.237,13544.56,35591.6,0.0,0.0,343.9,343.9
2025-07-08T05:00:00,18531.017,3264.131,13610.905,35406.1,0.0,0.0,343.9,343.9
2025-07-08T05:30:00,18395.575,3237.727,13832.916,35466.2,0.0,0.0,344.1,344.1
2025-07-08T06:00:00,18327.429,2987.548,13722.806,35037.8,0.0,0.0,343.9,343.9
2025-07-08T06:30:00,18438.547,3355.839,13797.385,35591.8,0.0,0.0,0.0,0.0
2025-07-08T07:00:00,18891.663,3405.409,14242.354,36539.4,0.0,0.0,0.0,0.0
2025-07-08T07:30:00,19994.536,3660.739,15665.089,39320.4,0.0,0.0,0.0,0.0
2025-07-08T08:00:00,21206.462,4162.319,17697.125,43065.9,908.418,915.953,966.303,966.303
2025-07-08T08:30:00,21976.302,4441.056,18669.898,45087.3,899.484,891.684,940.7,940.7
2025-07-08T09:00:00,22254.81,4679.262,18721.452,45655.5,333.653,328.216,343.9,343.9
2025-07-08T09:30:00,22353.595,4803.085,18671.375,45828.1,0.0,0.0,0.0,0.0
2025-07-08T10:00:00,22710.48,5151.788,18878.782,46741.1,0.0,0.0,0.0,0.0
2025-07-08T10:30:00,23333.348,5410.29,19566.284,48309.9,0.0,0.0,0.0,0.0
2025-07-08T11:00:00,23294.631,5617.539,20035.986,48948.2,0.0,0.0,0.0,0.0
2025-07-08T11:30:00,22691.447,5449.648,19656.169,47797.3,0.0,0.0,0.0,0.0
2025-07-08T12:00:00,22732.118,5455.84,18985.547,47173.5,0.0,0.0,0.0,0.0
2025-07-08T12:30:00,23366.07,5471.112,19361.85,48199.0,0.0,0.0,0.0,0.0
2025-07-08T13:00:00,23827.569,5637.312,20357.382,49822.3,0.0,0.0,0.0,0.0
2025-07-08T13:30:00,24717.322,5994.19,21014.421,51725.9,0.0,0.0,0.0,0.0
2025-07-08T14:00:00,24901.722,5852.368,20499.47,51253.6,0.0,0.0,0.0,0.0
2025-07-08T14:30:00,24768.989,5666.99,20405.34,50841.3,0.0,0.0,0.0,0.0
2025-07-08T15:00:00,24546.913,5341.694,20015.948,49904.6,0.0,0.0,0.0,0.0
2025-07-08T15:30:00,24627.185,5076.644,19988.513,49692.3,949.013,926.599,966.303,966.303
2025-07-08T16:00:00,24266.949,4856.504,19929.587,49053.0,976.645,955.46,996.4,996.4
2025-07-08T16:30:00,24534.171,4890.924,19207.591,48632.7,1089.0,1061.53,1098.906,1098.906
2025-07-08T17:00:00,23422.813,4470.125,18572.197,46465.1,1066.006,1052.648,1098.906,1098.906
2025-07-08T17:30:00,22998.305,4232.844,17791.167,45022.3,1062.844,1052.648,1098.906,1098.906
2025-07-08T18:00:00,22502.281,4495.006,17412.507,44409.8,1061.43,1070.233,1115.5,1115.5
2025-07-08T18:30:00,22380.816,4751.727,17324.593,44457.1,1030.492,1048.79,1098.906,1098.906
2025-07-08T19:00:00,22709.545,4287.629,18044.192,45041.4,1088.0,1103.56,1166.672,1166.672
2025-07-08T19:30:00,22463.723,4170.433,17899.853,44534.0,1084.947,1103.56,1164.829,1164.829
2025-07-08T20:00:00,22548.767,4135.144,18521.369,45205.3,1243.206,1270.772,1351.945,1351.945
2025-07-08T20:30:00,23731.278,4259.021,18977.276,46967.6,1663.923,1682.6,1682.6,1682.6
2025-07-08T21:00:00,24616.696,4375.819,18818.39,47810.9,1682.6,1682.6,1682.6,1682.6
2025-07-08T21:30:00,25271.43,4283.026,18544.324,48098.8,1682.6,1682.6,1682.6,1682.6
2025-07-08T22:00:00,25701.589,4220.459,18008.946,47931.0,1682.6,1682.6,1682.6,1682.6
2025-07-08T22:30:00,25539.919,4153.867,17377.649,47071.4,1439.086,1418.015,1481.1,1481.1
2025-07-08T23:00:00,25577.677,4069.628,16286.048,45933.4,1128.763,1103.56,1143.01,1143.01
2025-07-08T23:30:00,24761.145,3929.455,15828.164,44518.8,1124.493,1103.56,1141.216,1141.216
2025-07-09T00:00:00,23937.782,3811.989,15299.438,43049.2,941.319,928.548,966.303,966.303
2025-07-09T00:30:00,23097.811,3760.913,14986.521,41845.2,931.839,924.174,966.303,966.303
2025-07-09T01:00:00,22737.081,3686.619,14732.523,41156.2,906.788,898.924,940.89,940.89
2025-07-09T01:30:00,22507.247,3651.304,14390.416,40549.0,873.6,865.219,906.092,906.092
2025-07-09T02:00:00,21886.788,3619.284,14218.316,39724.4,872.625,866.2,909.5,909.5
2025-07-09T02:30:00,21311.144,3553.353,14020.116,38884.6,495.436,500.0,525.546,525.546
2025-07-09T03:00:00,21020.49,3528.013,13846.471,38395.0,323.922,327.374,344.1,344.1
2025-07-09T03:30:00,20860.514,3522.876,13647.433,38030.8,98.747,100.0,105.165,105.165
2025-07-09T04:00:00,20398.956,3642.704,13625.512,37667.2,0.0,0.0,0.0,0.0
2025-07-09T04:30:00,20364.41,3594.462,13612.71,37571.6,0.0,0.0,0.0,0.0
2025-07-09T05:00:00,20250.085,3564.72,13640.097,37454.9,0.0,0.0,0.0,0.0
2025-07-09T05:30:00,20283.264,3572.678,13878.876,37734.8,93.087,94.74,100.0,100.0
2025-07-09T06:00:00,19058.348,3521.214,14579.87,37159.4,0.0,0.0,909.5,909.5
2025-07-09T06:30:00,18464.294,3515.902,14752.694,36732.9,0.0,0.0,0.0,0.0
2025-07-09T07:00:00,19198.988,3635.411,15088.039,37922.4,0.0,0.0,0.0,0.0
2025-07-09T07:30:00,20736.661,3870.747,16386.403,40993.8,0.0,0.0,0.0,0.0
2025-07-09T08:00:00,22224.166,4249.677,17714.925,44188.8,668.514,663.878,700.0,700.0
2025-07-09T08:30:00,22918.147,4477.123,18519.798,45915.1,607.93,600.0,629.332,629.332
2025-07-09T09:00:00,23504.183,4621.443,18732.161,46857.8,0.0,0.0,0.0,0.0
2025-07-09T09:30:00,23701.247,4839.849,19023.911,47565.0,0.0,0.0,0.0,0.0
2025-07-09T10:00:00,24369.754,5089.092,19665.849,49124.7,0.0,0.0,0.0,0.0
2025-07-09T10:30:00,24944.294,5467.878,19778.741,50190.9,0.0,0.0,0.0,0.0
2025-07-09T11:00:00,24909.47,5488.112,19995.961,50393.5,0.0,0.0,0.0,0.0
2025-07-09T11:30:00,24423.441,5531.734,19369.52,49324.7,0.0,0.0,0.0,0.0
2025-07-09T12:00:00,24511.581,5649.725,19294.831,49456.1,0.0,0.0,0.0,0.0
2025-07-09T12:30:00,25345.051,5844.768,19683.622,50873.4,0.0,0.0,0.0,0.0
2025-07-09T13:00:00,26279.331,5673.868,20552.302,52505.5,0.02,0.019,0.02,0.02
2025-07-09T13:30:00,26948.464,5736.562,21286.908,53971.9,0.0,0.0,0.0,0.0
2025-07-09T14:00:00,26858.676,5614.558,21167.806,53641.0,0.0,0.0,0.0,0.0
2025-07-09T14:30:00,26374.3,5741.2,21370.98,53486.5,0.0,0.0,0.0,0.0
2025-07-09T15:00:00,26164.655,5597.908,21113.1,52875.7,0.0,0.0,0.0,0.0
2025-07-09T15:30:00,25438.662,5446.527,21172.907,52058.1,0.0,0.0,0.0,0.0
2025-07-09T16:00:00,25031.318,5639.001,21001.71,51672.0,1067.692,1054.313,1098.906,1098.906
2025-07-09T16:30:00,24568.811,5462.859,20376.045,50407.7,1070.505,1057.64,1098.906,1098.906
2025-07-09T17:00:00,23618.787,4864.438,19145.831,47629.1,906.625,900.337,940.89,940.89
2025-07-09T17:30:00,23029.506,4501.797,17665.784,45197.1,380.105,382.76,400.0,400.0
2025-07-09T18:00:00,22827.1,4374.093,17519.157,44720.4,911.068,920.777,966.303,966.303
2025-07-09T18:30:00,22685.746,4482.337,17804.389,44972.5,1030.717,1046.033,1098.906,1098.906
2025-07-09T19:00:00,23282.119,4448.776,17847.209,45578.1,1043.519,1052.648,1098.906,1098.906
2025-07-09T19:30:00,23103.979,4296.684,18085.646,45486.3,1039.331,1049.892,1098.906,1098.906
2025-07-09T20:00:00,23062.27,4298.549,17943.076,45303.9,929.667,940.976,987.5,987.5
2025-07-09T20:30:00,24252.477,4443.838,18509.856,47206.2,1116.425,1103.56,1150.236,1150.236
2025-07-09T21:00:00,25336.621,4448.785,18333.322,48118.7,1285.2,1263.523,1313.518,1313.518
2025-07-09T21:30:00,25856.16,4475.382,18008.026,48339.6,1125.877,1103.56,1143.01,1143.01
2025-07-09T22:00:00,26056.846,4452.837,17400.833,47910.5,1086.991,1065.445,1098.906,1098.906
2025-07-09T22:30:00,26175.777,4381.912,17330.563,47888.3,1097.862,1068.241,1098.906,1098.906
2025-07-09T23:00:00,25073.061,4143.23,16078.471,45294.8,1020.547,998.409,1034.1,1034.1
2025-07-09T23:30:00,24050.254,3967.48,15464.137,43481.9,920.908,905.375,940.7,940.7
2025-07-10T00:00:00,23385.487,3500.739,15312.755,42199.0,873.6,860.335,899.555,899.555
2025-07-10T00:30:00,22341.932,3198.637,14945.88,40486.4,873.6,867.541,911.866,911.866
2025-07-10T01:00:00,21866.997,3147.163,14635.281,39649.4,644.363,650.0,683.928,683.928
2025-07-10T01:30:00,21565.788,3267.192,14486.016,39319.0,445.473,450.0,473.243,473.243
2025-07-10T02:00:00,21179.778,3137.49,14120.461,38437.7,0.0,0.0,0.0,0.0
2025-07-10T02:30:00,20880.281,3170.417,13712.71,37763.4,0.0,0.0,0.0,0.0
2025-07-10T03:00:00,20573.175,3141.252,13675.587,37390.0,0.0,0.0,0.0,0.0
2025-07-10T03:30:00,20349.967,2961.86,13838.876,37150.7,0.0,0.0,0.0,0.0
2025-07-10T04:00:00,19710.969,3226.047,13916.847,36853.9,0.0,0.0,0.0,0.0
2025-07-10T04:30:00,19472.136,3189.443,13930.08,36591.7,0.0,0.0,0.0,0.0
2025-07-10T05:00:00,18785.021,3262.358,13964.698,36012.1,0.0,0.0,0.0,0.0
2025-07-10T05:30:00,18592.441,3261.498,14067.8,35921.7,0.0,0.0,0.0,0.0
2025-07-10T06:00:00,18490.907,3279.94,14291.305,36062.2,0.0,0.0,0.0,0.0
2025-07-10T06:30:00,18488.674,3205.369,14429.545,36123.6,0.0,0.0,0.0,0.0
2025-07-10T07:00:00,18904.002,3309.635,14811.102,37024.7,0.0,0.0,0.0,0.0
2025-07-10T07:30:00,20233.312,3430.009,15857.279,39520.6,0.0,0.0,0.0,0.0
2025-07-10T08:00:00,21525.03,3776.097,16768.969,42070.1,0.939,0.95,1.0,1.0
2025-07-10T08:30:00,22091.239,3720.348,17512.033,43323.6,0.0,0.0,0.0,0.0
2025-07-10T09:00:00,21942.295,3766.719,17831.171,43540.2,0.0,0.0,0.0,0.0
2025-07-10T09:30:00,22202.725,3989.644,17183.382,43375.8,0.0,0.0,0.0,0.0
2025-07-10T10:00:00,21559.022,4524.911,17331.649,43415.6,0.0,0.0,0.0,0.0
2025-07-10T10:30:00,21931.864,4796.757,17217.041,43945.7,0.0,0.0,0.0,0.0
2025-07-10T11:00:00,21588.907,4652.793,17278.661,43520.4,0.0,0.0,0.0,0.0
2025-07-10T11:30:00,20447.679,4510.169,16544.02,41501.9,0.0,0.0,0.0,0.0
2025-07-10T12:00:00,20374.697,4157.382,16258.431,40790.5,0.0,0.0,0.0,0.0
2025-07-10T12:30:00,21641.19,4335.57,16642.422,42619.2,0.0,0.0,0.0,0.0
2025-07-10T13:00:00,22291.389,4803.298,17923.902,45018.6,0.0,0.0,0.0,0.0
2025-07-10T13:30:00,23184.142,4916.815,18945.208,47046.2,0.0,0.0,0.0,0.0
2025-07-10T14:00:00,23576.042,4838.609,19270.506,47685.2,0.0,0.0,0.0,0.0
2025-07-10T14:30:00,23558.109,4793.477,19528.747,47880.3,0.0,0.0,0.0,0.0
2025-07-10T15:00:00,23705.833,4854.454,19341.806,47902.1,0.966,0.952,1.0,1.0
2025-07-10T15:30:00,23957.605,4625.141,19664.146,48246.9,922.159,910.603,958.643,958.643
2025-07-10T16:00:00,23715.003,4688.137,19727.215,48130.4,1000.0,1008.294,1063.721,1063.721
2025-07-10T16:30:00,23440.606,4562.394,19329.094,47332.1,1054.245,1046.033,1098.906,1098.906
2025-07-10T17:00:00,22736.182,4480.557,18229.322,45446.1,943.565,951.391,1000.0,1000.0
2025-07-10T17:30:00,22039.451,4290.918,17507.558,43837.9,896.198,912.111,966.303,966.303
2025-07-10T18:00:00,21806.045,4281.547,17718.207,43805.8,896.62,918.933,1098.906,1098.906
2025-07-10T18:30:00,21833.691,4343.16,18149.394,44326.2,922.159,946.404,1098.906,1098.906
2025-07-10T19:00:00,22538.764,4171.606,18523.207,45233.6,1013.448,1037.277,1098.906,1098.906
2025-07-10T19:30:00,22178.446,4290.545,18482.614,44951.6,1000.0,1029.962,1098.906,1098.906
2025-07-10T20:00:00,21540.261,4225.999,18020.018,43786.3,896.62,923.485,1098.906,1098.906
2025-07-10T20:30:00,22297.335,4331.116,17900.252,44528.7,1009.624,1038.368,1098.906,1098.906
2025-07-10T21:00:00,23301.21,4443.387,17873.049,45617.6,1085.576,1103.56,1161.163,1161.163
2025-07-10T21:30:00,24291.24,4469.387,17566.94,46327.6,1285.2,1299.532,1361.631,1361.631
2025-07-10T22:00:00,24501.494,4329.696,17244.998,46076.2,1272.0,1282.55,1341.016,1341.016
2025-07-10T22:30:00,24542.796,4192.869,16885.306,45621.0,1167.4,1152.771,1200.904,1200.904
2025-07-10T23:00:00,23783.199,4049.887,16579.995,44413.1,1043.257,1050.995,1098.906,1098.906
2025-07-10T23:30:00,22855.818,3937.601,16100.714,42894.1,997.917,990.57,1034.1,1034.1
2025-07-11T00:00:00,21806.963,3868.2,15699.119,41374.3,896.62,912.002,963.147,963.147
2025-07-11T00:30:00,21118.744,3682.154,15336.851,40137.7,873.6,890.723,966.303,966.303
2025-07-11T01:00:00,19495.505,3644.89,15417.307,38557.7,0.0,0.0,968.242,968.242
2025-07-11T01:30:00,18971.543,3597.345,15130.685,37699.6,0.0,0.0,966.303,966.303
2025-07-11T02:00:00,18529.125,3553.714,14987.88,37070.7,0.0,0.0,966.303,966.303
2025-07-11T02:30:00,18264.691,3564.386,14767.561,36596.6,0.0,0.0,343.9,343.9
2025-07-11T03:00:00,14686.475,3529.444,16311.602,34527.5,0.0,300.02,940.7,940.7
2025-07-11T03:30:00,18215.565,3499.904,14642.705,36358.2,0.0,660.0,699.999,699.999
2025-07-11T04:00:00,17211.081,3549.197,14701.569,35461.8,0.0,0.0,940.81,940.81
2025-07-11T04:30:00,17632.068,3128.676,14797.449,35558.2,0.0,0.0,940.89,940.89
2025-07-11T05:00:00,17664.173,3330.074,14607.163,35601.4,0.0,0.0,909.5,909.5
2025-07-11T05:30:00,17502.174,3334.746,14793.512,35630.4,0.0,0.0,940.81,940.81
2025-07-11T06:00:00,17332.382,3336.644,14748.059,35417.1,0.0,0.0,909.5,909.5
2025-07-11T06:30:00,17951.593,3455.659,14726.206,36133.5,0.0,0.0,343.9,343.9
2025-07-11T07:00:00,18137.049,3497.547,16390.883,38025.5,0.0,0.0,966.303,966.303
2025-07-11T07:30:00,19312.492,3513.99,16646.999,39473.5,0.0,0.0,344.1,344.1
2025-07-11T08:00:00,20534.454,3882.791,17279.935,41697.2,320.036,324.613,343.9,343.9
2025-07-11T08:30:00,20665.412,3424.663,18092.783,42182.9,0.0,0.0,0.0,0.0
2025-07-11T09:00:00,20812.212,3529.736,18125.455,42467.4,0.0,0.0,0.0,0.0
2025-07-11T09:30:00,20635.735,3894.222,17977.726,42507.7,0.0,0.0,0.0,0.0
2025-07-11T10:00:00,20632.803,3946.77,17697.413,42277.0,0.0,0.0,0.0,0.0
2025-07-11T10:30:00,21225.398,3980.163,18018.544,43224.1,0.0,0.0,0.0,0.0
2025-07-11T11:00:00,21124.235,4006.686,18053.034,43184.0,0.0,0.0,0.0,0.0
2025-07-11T11:30:00,20563.327,3826.735,17181.07,41571.1,0.0,0.0,0.0,0.0
2025-07-11T12:00:00,20081.201,4184.94,16304.873,40571.0,0.0,0.0,0.0,0.0
2025-07-11T12:30:00,20364.104,4153.024,16740.665,41257.8,0.0,0.0,0.0,0.0
2025-07-11T13:00:00,20103.652,3981.38,18133.275,42218.3,0.0,0.0,0.0,0.0
2025-07-11T13:30:00,20940.488,4207.174,19380.82,44528.5,0.0,0.0,0.0,0.0
2025-07-11T14:00:00,21209.012,4176.97,19333.015,44719.0,0.0,0.0,0.0,0.0
2025-07-11T14:30:00,21666.085,4201.512,19423.652,45291.2,0.0,0.0,0.0,0.0
2025-07-11T15:00:00,21749.678,4356.12,19197.415,45303.2,0.0,0.0,0.0,0.0
2025-07-11T15:30:00,21805.494,4305.539,19821.631,45932.7,0.0,0.0,940.81,940.81
