name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Việt Nam",2025-07-08T00:00:00,29,35.7,26,83.9,0,0,,0,0,10.4,11.2,130,1003,0,10,0,0,0,,Clear,clear-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T01:00:00,28.5,34.7,26.2,87.44,0,0,,0,0,9,4.7,110,1002.2,54.1,17.1,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-07-08T02:00:00,28,33.6,26,88.92,0,0,,0,0,7.9,9.4,110,1001,0,10,0,0,0,,Clear,clear-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T03:00:00,28,33.6,26,88.92,0,0,,0,0,6.8,5.4,90,1001,0,10,0,0,0,,Clear,clear-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T04:00:00,27.4,32,25.8,90.79,0,0,,0,0,6.1,1.6,388,1001.2,0,17.1,0,0,0,,Clear,clear-night,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-07-08T05:00:00,27,31.2,26,94.28,0,0,,0,0,4.7,5.4,90,1001,0,8,0,0,0,,Clear,clear-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T06:00:00,28,34.6,27,94.32,0,0,,0,0,6.8,7.6,50,1002,0,5,15.5,0.1,0,,Clear,clear-day,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T07:00:00,29.1,37.4,27.3,89.75,0,0,,0,0,9,2.2,365,1002.2,56.6,15.9,135.5,0.5,1,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-07-08T08:00:00,30,38.9,27,84.01,0,0,,0,0,10.1,1.8,639,1002,26.7,8,342.3,1.2,3,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T09:00:00,32,42.3,27,74.95,0,0,,0,0,10.8,3.6,639,1002,26.7,10,507.3,1.8,5,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T10:00:00,33.2,41.1,25.2,63.01,0,0,,0,0,16.2,6.7,357,1002.3,51.1,17.1,682.3,2.5,7,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-07-08T11:00:00,34,45.4,27,66.98,0.1,100,rain,0,0,24.5,7.6,50,1002,26.7,10,805.3,2.9,8,,"Rain, Partially cloudy",rain,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T12:00:00,34,45.4,27,66.98,0.1,100,rain,0,0,27.7,3.6,639,1001,0,10,868.2,3.1,9,,Rain,rain,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T13:00:00,35.1,44.1,25.4,57.31,0,0,,0,0,28.8,7.8,210,1000.7,61.2,17.1,827.8,3,8,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-07-08T14:00:00,36,44.7,25,53.26,0,0,,0,0,25.2,9.4,310,1000,33,10,648.4,2.3,6,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T15:00:00,32,42.3,27,74.95,0,0,,0,0,17.3,9.4,40,999,0,10,555.3,2,6,,Clear,clear-day,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-07-08T16:00:00,36,46.2,26,56.6,0,0,,0,0,12.2,7.3,142,998.5,56.3,17.1,481.5,1.7,5,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
