name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Việt Nam",2024-07-04T00:00:00,27,31.2,26,94.27,0,0,,0,0,15.8,5.4,60,1010,27.5,6,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T01:00:00,28,34.8,27.2,95.4,0,0,,0,0,14,2.8,83,1008.9,43.7,8.3,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T02:00:00,28,34.5,27,94.32,0,0,,0,0,20.9,7.6,100,1009,50,5,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T03:00:00,27,31.8,27,100,0,0,,0,0,21.6,5.4,60,1008,89,4,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T04:00:00,26.5,26.5,25.2,92.92,0,0,,0,0,19.4,7.3,226,1008.5,64,7.9,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T05:00:00,26,26,25,94.23,0,0,,0,0,17.6,5.4,310,1009,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T06:00:00,27,31.2,26,94.27,0,0,,0,0,15.8,11.2,130,1010,89,10,6.3,0,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T07:00:00,27.7,32.4,25.4,87.49,0,0,,0,0,16.9,3.3,122,1010.4,68.6,10.3,57.3,0.2,1,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T08:00:00,29,35.6,26,83.9,0,0,,0,0,20.5,11.2,150,1011,50,10,181.5,0.7,2,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T09:00:00,30,37.4,26,79.2,0,0,,0,0,23,11.2,170,1011,27.5,10,418.4,1.5,4,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T10:00:00,32,40.8,26.1,70.94,0,0,,0,0,28.4,10.2,173,1010.3,61.8,10.2,420.9,1.5,4,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T11:00:00,33,42.1,26,66.78,0,0,,0,0,30.6,16.6,150,1010,27.5,10,660,2.4,7,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T12:00:00,32,39.2,25,66.58,0,0,,0,0,30.6,11.2,160,1009,50,10,735.5,2.6,7,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T13:00:00,33.6,42.8,25.9,63.95,0.12,100,rain,0,0,30.6,8.5,162,1008.1,68.6,10.4,553.8,2,6,,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T14:00:00,34,40.6,24,56.05,0,0,,0,0,29.5,13,140,1007,50,10,638.7,2.3,6,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T15:00:00,34,42,25,59.5,0,0,,0,0,30.6,18.4,140,1006,59,10,551,2,6,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T16:00:00,32.7,41.3,25.8,67.02,0,0,,0,0,27.4,9.8,119,1005.9,69.1,10.2,461.9,1.7,5,,Partially cloudy,partly-cloudy-day,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T17:00:00,33,42.1,26,66.78,0,0,,0,0,25.6,14.8,110,1006,27.5,10,263.2,0.9,3,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T18:00:00,32,40.7,26,70.66,0,0,,0,0,25.2,25.9,130,1006,27.5,10,145.5,0.5,1,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T19:00:00,30.7,37.6,25.3,72.96,2.83,100,rain,0,0,19.1,10.4,161,1007.2,68.3,10.2,20.3,0.1,0,,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T20:00:00,30,37.4,26,79.2,0,0,,0,0,21.6,16.6,120,1008,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T21:00:00,30,37.4,26,79.2,0,0,,0,0,21.6,13,130,1008,27.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T22:00:00,29.1,35.9,26.1,83.88,0,0,,0,0,20.5,6.8,141,1008.9,9.7,10,0,0,0,,Clear,clear-night,"48820099999,48823099999,48825099999,VVNB"
"Hà Nội, Việt Nam",2024-07-04T23:00:00,29,35.6,26,83.9,0,0,,0,0,19.8,9.4,130,1009,88.5,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-05T00:00:00,28,33.6,26,88.92,0,0,,0,0,19.8,7.6,110,1008,86.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-07-05T01:00:00,28.1,33.9,26.2,89.49,0.005,100,rain,0,0,19.4,3.2,120,1008.1,36.6,10.2,0,0,0,,"Rain, Partially cloudy",rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
