name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Việt Nam",2024-04-13T00:00:00,26,26,24,88.76,0,0,,0,0,23.4,14.8,140,1011,27.5,9,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T01:00:00,25.9,25.9,24.1,89.79,0,0,,0,0,23,9.1,140,1010.1,71.7,9.5,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T02:00:00,26,26,25,94.23,0,0,,0,0,23.4,14.8,130,1009,89,7,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T03:00:00,26,26,25,94.23,0,0,,0,0,23.4,11.2,120,1009,89,6,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T04:00:00,26,26,25,94.26,0,0,,0,0,23,12.7,131,1009,89.5,7.1,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,48823099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T05:00:00,26,26,25,94.23,0,0,,0,0,22.7,16.6,130,1009,89,8,0,0,0,,Partially cloudy,partly-cloudy-night,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T06:00:00,26,26,25,94.23,0,0,,0,0,21.6,14.8,140,1009,89,6,2,0,0,,Partially cloudy,partly-cloudy-day,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T07:00:00,26,26,24.4,91.01,0,0,,0,0,24.8,8.7,140,1010.2,100,9.2,39.2,0.1,0,,Overcast,cloudy,"48820099999,48823099999,48825099999,48831099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T08:00:00,27,30.1,24,83.68,0,0,,0,0,33.5,20.5,140,1010,100,9,176.3,0.6,2,,Overcast,cloudy,"48820099999,VVNB"
"Hà Nội, Việt Nam",2024-04-13T09:00:00,27,30.1,24,83.68,0,0,,0,0,35.3,14.8,140,1011,100,10,341.7,1.2,3,,Overcast,cloudy,"48820099999,VVNB"
