name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Hà Nội, Việt Nam",2025-01-25T00:00:00,21,21,19,88.36,0,0,,0,0,17.6,16.6,110,1011,92,8,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T01:00:00,21,21,19.3,89.54,0,0,,0,0,17.3,6.8,131,1011,97,9.1,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T02:00:00,21,21,19,88.36,0,0,,0,0,19.4,13,110,1011,89.7,7,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T03:00:00,21,21,19,88.36,0,0,,0,0,15.1,9.4,100,1011,100,7,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T04:00:00,20.4,20.4,19.4,93.99,0,0,,0,0,13.7,2.2,392,1010.8,97.4,8,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T05:00:00,20,20,19,93.98,0,0,,0,0,11.9,3.6,30,1011,92.3,3,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T06:00:00,20,20,19,93.98,0,0,,0,0,10.1,7.6,110,1012,91.7,3,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T07:00:00,20.4,20.4,19.8,96.12,0,0,,0,0,7.9,2.7,406,1012.9,100,3.7,1.3,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T08:00:00,20,20,20,100,0,0,,0,0,13.3,5.4,110,1014,100,2,32.8,0.1,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T09:00:00,21,21,20,94.02,0,0,,0,0,15.5,13,120,1014,100,4,66.2,0.2,1,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T10:00:00,21.7,21.7,20.3,91.58,0,0,,0,0,15.8,9.4,140,1014.5,96.7,8.8,129.2,0.5,1,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T11:00:00,22,22,20,88.44,0,0,,0,0,19.4,7.6,150,1014,100,5,165.9,0.6,2,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T12:00:00,24,24,20,78.36,0,0,,0,0,22.7,16.6,150,1013,92.3,9,280.4,1,3,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T13:00:00,23.4,23.4,19.6,79.31,0,0,,0,0,23,12.5,143,1012.2,97.6,9.7,277.9,1,3,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T14:00:00,23,23,19,78.21,0,0,,0,0,27,13,120,1012,100,8,225.3,0.8,2,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T15:00:00,24,24,19,73.64,0,0,,0,0,29.5,20.5,140,1011,50,10,183.1,0.7,2,,Partially cloudy,partly-cloudy-day,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T16:00:00,23.7,23.7,19.4,76.91,0,0,,0,0,29.5,12.5,137,1011,97.8,10,69.5,0.3,1,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T17:00:00,23,23,19,78.21,0,0,,0,0,25.6,16.6,130,1011,92.3,10,22.2,0.1,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T18:00:00,23,23,18,73.46,0,0,,0,0,21.6,16.6,120,1012,100,10,3.6,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T19:00:00,22.5,22.5,19.3,82.07,1.4,100,rain,0,0,23,8.3,96,1013.3,100,9.7,0,0,0,,"Rain, Overcast",rain,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T20:00:00,22,22,19,83.11,0,0,,0,0,22.3,16.6,110,1014,88.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T21:00:00,22,22,19,83.11,0,0,,0,0,19.4,14.8,110,1015,88.7,9,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-25T22:00:00,21.8,21.8,18.8,83.05,0,0,,0,0,14.8,8.3,131,1016,100,9.7,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-25T23:00:00,21,21,19,88.36,0,0,,0,0,15.1,11.2,90,1016,92.3,8,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-26T00:00:00,21,21,19,88.36,0,0,,0,0,38.5,7.6,100,1016,89.7,6,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-26T01:00:00,21,21,19.3,89.54,0,0,,0,0,49,5.3,140,1016.7,86.4,8.6,0,0,0,,Partially cloudy,partly-cloudy-night,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-26T02:00:00,20,20,18,88.27,0,0,,0,0,48.6,11.2,80,1017,91,7,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-26T03:00:00,18,18,15,82.63,0,0,,0,0,46.8,38.9,40,1018,100,10,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-26T04:00:00,16.8,16.8,15,89.21,0,0,,0,0,36.7,21.6,29,1017.8,100,10,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,48825099999,VVNB,VMM00048825"
"Hà Nội, Việt Nam",2025-01-26T05:00:00,16,16,12,77.16,0,0,,0,0,32.4,29.5,30,1019,100,10,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
"Hà Nội, Việt Nam",2025-01-26T06:00:00,16,16,11,72.22,0,0,,0,0,31,33.5,40,1020,100,10,0,0,0,,Overcast,cloudy,"VMI0000VVNB,48820099999,VVNB"
